Points Scored,FG,FG%,3P,3P%,ORB,Assists,Steals,OffRank,OppDefRank,Pace
120.0,38.0,0.521,7.0,0.412,8.0,19.0,7.0,119.7,119.7,
109.0,33.0,0.371,6.0,0.171,9.0,13.0,4.0,93.4,93.4,
124.0,47.0,0.573,20.0,0.5,4.0,28.0,4.0,136.3,136.3,
132.0,51.0,0.58,22.0,0.564,4.0,38.0,8.0,132.5,132.5,
128.0,46.0,0.535,24.0,0.522,5.0,35.0,5.0,134.7,134.7,
132.0,37.0,0.44,12.0,0.308,13.0,15.0,6.0,104.8,104.8,
121.0,43.0,0.489,13.0,0.361,9.0,24.0,8.0,120.3,120.3,
106.0,44.0,0.5,6.0,0.273,3.0,35.0,11.0,112.4,112.4,
118.0,44.0,0.494,7.0,0.259,8.0,27.0,7.0,112.2,112.2,
114.0,38.0,0.494,16.0,0.552,5.0,30.0,5.0,122.8,122.8,
120.0,38.0,0.432,12.0,0.343,9.0,22.0,9.0,95.7,95.7,
127.0,49.0,0.59,13.0,0.542,5.0,28.0,6.0,131.4,131.4,
111.0,46.0,0.529,13.0,0.464,9.0,25.0,9.0,120.2,120.2,
122.0,38.0,0.437,5.0,0.217,10.0,15.0,11.0,101.7,101.7,
119.0,44.0,0.473,11.0,0.324,11.0,22.0,14.0,116.5,116.5,
113.0,37.0,0.468,13.0,0.371,5.0,22.0,8.0,99.3,99.3,
111.0,35.0,0.412,5.0,0.2,7.0,20.0,3.0,96.1,96.1,
110.0,45.0,0.495,12.0,0.324,8.0,29.0,5.0,123.7,123.7,
111.0,40.0,0.444,11.0,0.333,10.0,22.0,9.0,114.1,114.1,
104.0,43.0,0.478,9.0,0.25,9.0,26.0,4.0,107.8,107.8,
101.0,34.0,0.354,8.0,0.2,21.0,17.0,15.0,105.2,105.2,
117.0,41.0,0.482,13.0,0.406,6.0,30.0,9.0,115.9,115.9,
121.0,43.0,0.434,11.0,0.333,18.0,27.0,6.0,123.1,123.1,
140.0,35.0,0.393,15.0,0.395,11.0,19.0,6.0,102.1,102.1,
133.0,44.0,0.512,18.0,0.486,6.0,29.0,11.0,128.3,128.3,
117.0,46.0,0.447,11.0,0.25,7.0,14.0,6.0,103.2,103.2,
103.0,36.0,0.507,6.0,0.25,9.0,20.0,6.0,117.8,117.8,
134.0,39.0,0.464,9.0,0.36,7.0,27.0,2.0,100.5,100.5,
126.0,44.0,0.506,17.0,0.405,12.0,32.0,9.0,117.5,117.5,
106.0,31.0,0.378,9.0,0.205,8.0,24.0,13.0,89.1,89.1,
122.0,43.0,0.551,14.0,0.467,4.0,22.0,7.0,121.3,121.3,
85.0,45.0,0.506,12.0,0.414,5.0,23.0,10.0,114.1,114.1,
128.0,51.0,0.481,17.0,0.405,8.0,28.0,7.0,115.8,115.8,
116.0,41.0,0.477,15.0,0.357,10.0,30.0,7.0,128.2,128.2,
86.0,36.0,0.409,6.0,0.171,10.0,18.0,10.0,89.9,89.9,
119.0,43.0,0.478,12.0,0.353,15.0,22.0,5.0,124.1,124.1,
118.0,45.0,0.542,14.0,0.412,5.0,23.0,5.0,127.1,127.1,
109.0,41.0,0.513,12.0,0.387,5.0,24.0,8.0,111.5,111.5,
121.0,35.0,0.438,14.0,0.359,8.0,22.0,8.0,106.1,106.1,
123.0,45.0,0.536,12.0,0.387,8.0,27.0,9.0,126.3,126.3,
134.0,55.0,0.524,12.0,0.387,12.0,35.0,10.0,127.5,127.5,
103.0,33.0,0.418,12.0,0.375,10.0,19.0,9.0,113.8,113.8,
128.0,38.0,0.452,11.0,0.344,6.0,24.0,2.0,106.2,106.2,
110.0,39.0,0.534,11.0,0.44,3.0,23.0,8.0,116.1,116.1,
116.0,41.0,0.519,16.0,0.432,6.0,26.0,4.0,124.6,124.6,
118.0,44.0,0.543,15.0,0.455,1.0,23.0,7.0,118.5,118.5,
102.0,36.0,0.424,9.0,0.243,6.0,17.0,6.0,101.5,101.5,
115.0,41.0,0.494,13.0,0.406,3.0,20.0,13.0,116.3,116.3,
124.0,43.0,0.494,14.0,0.341,11.0,25.0,10.0,136.3,136.3,
99.0,43.0,0.512,15.0,0.441,12.0,30.0,6.0,117.2,117.2,
93.0,29.0,0.372,7.0,0.212,5.0,20.0,10.0,85.1,85.1,
108.0,39.0,0.438,11.0,0.262,11.0,23.0,6.0,106.8,106.8,
113.0,39.0,0.476,16.0,0.41,10.0,24.0,4.0,119.6,119.6,
124.0,42.0,0.483,16.0,0.4,7.0,27.0,12.0,117.0,117.0,
112.0,38.0,0.427,6.0,0.194,10.0,17.0,11.0,102.1,102.1,
104.0,40.0,0.417,15.0,0.326,13.0,22.0,8.0,106.1,106.1,
109.0,45.0,0.464,13.0,0.361,11.0,22.0,5.0,109.4,109.4,
101.0,43.0,0.506,7.0,0.28,5.0,32.0,14.0,111.5,111.5,
93.0,31.0,0.378,9.0,0.25,8.0,21.0,6.0,94.2,94.2,
124.0,51.0,0.526,8.0,0.296,9.0,32.0,5.0,122.9,122.9,
122.0,45.0,0.484,14.0,0.359,7.0,23.0,3.0,124.6,124.6,
108.0,47.0,0.547,16.0,0.432,13.0,28.0,5.0,135.3,135.3,
113.0,40.0,0.506,15.0,0.429,14.0,25.0,9.0,124.7,124.7,
104.0,42.0,0.462,12.0,0.343,4.0,22.0,4.0,107.9,107.9,
101.0,37.0,0.43,9.0,0.273,8.0,20.0,6.0,104.6,104.6,
105.0,37.0,0.457,10.0,0.455,9.0,22.0,9.0,114.3,114.3,
108.0,43.0,0.467,13.0,0.371,11.0,19.0,7.0,108.3,108.3,
122.0,43.0,0.462,13.0,0.325,13.0,27.0,8.0,124.0,124.0,
116.0,51.0,0.573,22.0,0.512,4.0,37.0,6.0,144.7,144.7,
134.0,46.0,0.535,20.0,0.444,6.0,27.0,11.0,126.1,126.1,
127.0,42.0,0.462,18.0,0.429,7.0,27.0,9.0,118.5,118.5,
118.0,40.0,0.455,14.0,0.359,9.0,27.0,7.0,121.0,121.0,
143.0,48.0,0.533,17.0,0.459,9.0,31.0,5.0,133.4,133.4,
118.0,45.0,0.529,18.0,0.45,10.0,15.0,7.0,130.0,130.0,
102.0,37.0,0.394,6.0,0.194,13.0,17.0,7.0,91.3,91.3,
110.0,41.0,0.477,12.0,0.308,12.0,19.0,6.0,114.5,114.5,
97.0,32.0,0.41,13.0,0.382,10.0,17.0,2.0,101.5,101.5,
115.0,45.0,0.523,14.0,0.389,6.0,23.0,12.0,121.5,121.5,
130.0,47.0,0.522,17.0,0.37,7.0,29.0,6.0,129.2,129.2,
87.0,29.0,0.333,9.0,0.231,8.0,13.0,6.0,81.5,81.5,
115.0,38.0,0.458,12.0,0.429,6.0,18.0,10.0,113.7,113.7,
108.0,35.0,0.427,15.0,0.441,6.0,20.0,4.0,117.2,117.2,
116.0,42.0,0.488,18.0,0.391,11.0,26.0,5.0,128.1,128.1,
99.0,43.0,0.5,14.0,0.438,9.0,23.0,10.0,121.6,121.6,
105.0,37.0,0.42,9.0,0.281,8.0,22.0,12.0,94.0,94.0,
119.0,44.0,0.543,19.0,0.452,5.0,25.0,4.0,129.5,129.5,
132.0,48.0,0.558,19.0,0.514,8.0,23.0,4.0,141.6,141.6,
128.0,48.0,0.485,16.0,0.364,14.0,27.0,5.0,126.5,126.5,
94.0,38.0,0.437,20.0,0.426,13.0,26.0,9.0,115.8,115.8,
103.0,37.0,0.446,10.0,0.323,10.0,19.0,2.0,115.9,115.9,
127.0,51.0,0.531,16.0,0.364,8.0,30.0,11.0,126.6,126.6,
113.0,38.0,0.494,19.0,0.487,4.0,20.0,6.0,113.0,113.0,
99.0,41.0,0.466,12.0,0.324,4.0,19.0,6.0,104.1,104.1,
109.0,40.0,0.444,10.0,0.333,14.0,17.0,7.0,117.0,117.0,
111.0,37.0,0.42,12.0,0.273,14.0,20.0,3.0,114.5,114.5,
93.0,33.0,0.379,10.0,0.256,11.0,16.0,4.0,100.8,100.8,
116.0,38.0,0.38,12.0,0.364,14.0,16.0,8.0,102.4,102.4,
117.0,45.0,0.542,8.0,0.381,10.0,20.0,10.0,122.2,122.2,
95.0,39.0,0.488,12.0,0.387,6.0,24.0,9.0,119.4,119.4,
114.0,44.0,0.5,13.0,0.325,8.0,25.0,4.0,119.7,119.7,
109.0,44.0,0.512,14.0,0.5,9.0,22.0,4.0,123.8,123.8,
107.0,44.0,0.494,11.0,0.458,10.0,22.0,11.0,127.2,127.2,
127.0,40.0,0.506,13.0,0.406,7.0,30.0,2.0,120.9,120.9,
115.0,43.0,0.478,10.0,0.333,12.0,26.0,7.0,111.8,111.8,
108.0,33.0,0.384,12.0,0.267,6.0,22.0,11.0,98.6,98.6,
106.0,43.0,0.467,12.0,0.286,14.0,24.0,9.0,115.0,115.0,
133.0,48.0,0.522,18.0,0.514,9.0,21.0,9.0,129.9,129.9,
115.0,40.0,0.449,13.0,0.433,8.0,22.0,6.0,115.9,115.9,
125.0,47.0,0.516,6.0,0.316,14.0,19.0,5.0,125.8,125.8,
99.0,45.0,0.556,11.0,0.393,8.0,27.0,9.0,115.8,115.8,
127.0,46.0,0.529,22.0,0.458,12.0,26.0,6.0,133.9,133.9,
113.0,41.0,0.432,13.0,0.351,10.0,18.0,8.0,108.1,108.1,
110.0,32.0,0.386,6.0,0.207,11.0,17.0,6.0,97.0,97.0,
124.0,50.0,0.538,15.0,0.385,8.0,33.0,9.0,126.1,126.1,
104.0,37.0,0.42,12.0,0.316,13.0,23.0,8.0,112.3,112.3,
125.0,36.0,0.414,7.0,0.25,11.0,18.0,5.0,105.4,105.4,
114.0,42.0,0.494,13.0,0.342,4.0,19.0,7.0,114.5,114.5,
99.0,42.0,0.525,19.0,0.452,8.0,30.0,13.0,108.6,108.6,
114.0,44.0,0.458,15.0,0.366,10.0,32.0,8.0,109.5,109.5,
93.0,32.0,0.356,17.0,0.378,10.0,21.0,12.0,89.6,89.6,
100.0,32.0,0.364,3.0,0.083,9.0,21.0,6.0,83.7,83.7,
116.0,38.0,0.418,14.0,0.292,10.0,21.0,6.0,118.4,118.4,
114.0,41.0,0.488,15.0,0.517,12.0,19.0,3.0,120.3,120.3,
115.0,39.0,0.494,14.0,0.4,10.0,18.0,6.0,122.8,122.8,
144.0,53.0,0.582,20.0,0.513,12.0,30.0,8.0,145.6,145.6,
105.0,39.0,0.406,13.0,0.342,13.0,20.0,8.0,104.9,104.9,
111.0,40.0,0.449,19.0,0.404,7.0,27.0,6.0,112.6,112.6,
111.0,42.0,0.483,15.0,0.429,14.0,32.0,11.0,114.9,114.9,
116.0,38.0,0.437,15.0,0.417,12.0,26.0,6.0,111.8,111.8,
116.0,31.0,0.378,9.0,0.25,8.0,21.0,6.0,94.2,94.2,
102.0,39.0,0.488,18.0,0.45,8.0,29.0,4.0,117.5,117.5,
101.0,33.0,0.429,7.0,0.226,4.0,19.0,13.0,85.7,85.7,
107.0,37.0,0.411,15.0,0.429,12.0,24.0,12.0,106.5,106.5,
114.0,38.0,0.409,14.0,0.368,13.0,24.0,9.0,114.5,114.5,
108.0,40.0,0.43,16.0,0.364,14.0,30.0,9.0,114.8,114.8,
124.0,43.0,0.551,16.0,0.444,11.0,31.0,7.0,126.0,126.0,
115.0,33.0,0.402,13.0,0.361,6.0,22.0,8.0,104.3,104.3,
123.0,40.0,0.482,20.0,0.444,6.0,32.0,14.0,124.6,124.6,
123.0,49.0,0.505,13.0,0.406,12.0,22.0,10.0,123.8,123.8,
121.0,41.0,0.423,13.0,0.342,14.0,24.0,9.0,120.3,120.3,
128.0,42.0,0.545,20.0,0.541,7.0,28.0,11.0,138.0,138.0,
137.0,49.0,0.527,19.0,0.594,9.0,28.0,5.0,132.3,132.3,
106.0,41.0,0.494,9.0,0.321,3.0,26.0,7.0,106.6,106.6,
112.0,43.0,0.524,16.0,0.41,5.0,28.0,6.0,114.2,114.2,
124.0,46.0,0.505,17.0,0.395,8.0,25.0,8.0,118.1,118.1,
110.0,38.0,0.487,12.0,0.343,2.0,26.0,6.0,116.3,116.3,
86.0,28.0,0.329,12.0,0.3,15.0,16.0,8.0,93.6,93.6,
110.0,33.0,0.388,11.0,0.297,11.0,26.0,8.0,107.3,107.3,
102.0,33.0,0.413,17.0,0.447,12.0,24.0,5.0,111.9,111.9,
108.0,37.0,0.5,20.0,0.455,3.0,30.0,5.0,119.2,119.2,
122.0,39.0,0.429,16.0,0.34,7.0,23.0,4.0,111.6,111.6,
105.0,48.0,0.527,20.0,0.488,12.0,39.0,11.0,133.7,133.7,
125.0,45.0,0.495,21.0,0.42,8.0,36.0,6.0,127.0,127.0,
120.0,39.0,0.433,15.0,0.357,12.0,20.0,8.0,115.3,115.3,
104.0,37.0,0.385,15.0,0.326,13.0,25.0,10.0,98.3,98.3,
95.0,34.0,0.378,12.0,0.267,7.0,23.0,5.0,94.0,94.0,
112.0,37.0,0.43,12.0,0.3,10.0,27.0,7.0,117.6,117.6,
112.0,34.0,0.459,12.0,0.324,9.0,21.0,7.0,122.1,122.1,
105.0,37.0,0.389,15.0,0.326,9.0,19.0,13.0,98.7,98.7,
99.0,37.0,0.425,10.0,0.25,8.0,19.0,6.0,100.0,100.0,
135.0,41.0,0.418,14.0,0.326,17.0,25.0,5.0,115.2,115.2,
100.0,43.0,0.478,9.0,0.25,9.0,26.0,4.0,107.8,107.8,
117.0,46.0,0.474,10.0,0.294,13.0,24.0,7.0,123.2,123.2,
104.0,35.0,0.407,11.0,0.306,11.0,21.0,5.0,107.3,107.3,
103.0,35.0,0.389,16.0,0.348,7.0,21.0,13.0,107.3,107.3,
130.0,26.0,0.329,11.0,0.324,7.0,19.0,5.0,77.6,77.6,
103.0,37.0,0.394,12.0,0.343,15.0,21.0,7.0,98.8,98.8,
101.0,39.0,0.494,18.0,0.45,11.0,29.0,8.0,113.0,113.0,
113.0,47.0,0.54,12.0,0.4,12.0,35.0,5.0,124.8,124.8,
135.0,53.0,0.616,17.0,0.531,5.0,29.0,12.0,130.1,130.1,
96.0,33.0,0.418,11.0,0.324,5.0,19.0,8.0,98.3,98.3,
103.0,40.0,0.476,13.0,0.433,8.0,21.0,7.0,110.5,110.5,
117.0,38.0,0.427,17.0,0.436,12.0,26.0,6.0,114.9,114.9,
113.0,35.0,0.455,8.0,0.348,6.0,20.0,8.0,108.8,108.8,
112.0,37.0,0.451,14.0,0.424,9.0,22.0,6.0,105.9,105.9,
114.0,36.0,0.396,13.0,0.317,12.0,19.0,3.0,104.4,104.4,
103.0,36.0,0.434,17.0,0.386,5.0,31.0,6.0,111.9,111.9,
112.0,36.0,0.434,10.0,0.263,9.0,25.0,6.0,103.6,103.6,
103.0,40.0,0.482,18.0,0.4,7.0,30.0,9.0,125.0,125.0,
111.0,40.0,0.482,16.0,0.5,7.0,27.0,10.0,114.2,114.2,
102.0,42.0,0.447,12.0,0.364,11.0,26.0,12.0,107.3,107.3,
121.0,42.0,0.447,15.0,0.395,13.0,24.0,11.0,116.5,116.5,
100.0,40.0,0.46,12.0,0.343,7.0,22.0,10.0,105.2,105.2,
129.0,41.0,0.436,13.0,0.433,11.0,29.0,4.0,120.8,120.8,
99.0,38.0,0.447,14.0,0.326,14.0,24.0,7.0,110.5,110.5,
96.0,39.0,0.5,11.0,0.344,9.0,25.0,10.0,120.9,120.9,
102.0,40.0,0.444,12.0,0.333,7.0,24.0,16.0,105.2,105.2,
110.0,42.0,0.494,13.0,0.342,4.0,19.0,7.0,114.5,114.5,
122.0,46.0,0.511,14.0,0.4,11.0,19.0,4.0,121.1,121.1,
95.0,41.0,0.539,15.0,0.517,9.0,21.0,5.0,129.2,129.2,
107.0,40.0,0.506,9.0,0.391,6.0,21.0,13.0,106.6,106.6,
116.0,40.0,0.5,9.0,0.409,12.0,21.0,10.0,118.1,118.1,
126.0,40.0,0.43,9.0,0.273,14.0,26.0,8.0,102.1,102.1,
93.0,39.0,0.47,8.0,0.258,7.0,20.0,12.0,92.4,92.4,
122.0,49.0,0.563,15.0,0.455,12.0,35.0,4.0,128.0,128.0,
126.0,41.0,0.488,15.0,0.517,12.0,19.0,3.0,120.3,120.3,
107.0,42.0,0.424,12.0,0.343,16.0,22.0,7.0,115.9,115.9,
116.0,41.0,0.466,11.0,0.379,7.0,22.0,9.0,101.9,101.9,
124.0,38.0,0.404,7.0,0.25,15.0,14.0,5.0,99.3,99.3,
75.0,38.0,0.475,12.0,0.387,10.0,22.0,11.0,110.5,110.5,
109.0,42.0,0.472,12.0,0.364,10.0,22.0,3.0,112.0,112.0,
110.0,41.0,0.456,12.0,0.4,10.0,23.0,10.0,112.9,112.9,
141.0,34.0,0.4,10.0,0.303,11.0,24.0,10.0,99.4,99.4,
119.0,44.0,0.506,15.0,0.517,6.0,28.0,9.0,118.9,118.9,
106.0,42.0,0.429,10.0,0.333,13.0,15.0,10.0,108.4,108.4,
95.0,37.0,0.44,9.0,0.29,13.0,20.0,8.0,104.3,104.3,
111.0,39.0,0.464,13.0,0.382,12.0,16.0,3.0,115.1,115.1,
111.0,39.0,0.453,11.0,0.333,11.0,28.0,9.0,113.9,113.9,
119.0,43.0,0.478,16.0,0.421,9.0,21.0,8.0,126.6,126.6,
91.0,33.0,0.355,17.0,0.386,13.0,19.0,6.0,105.1,105.1,
108.0,38.0,0.442,13.0,0.448,11.0,18.0,2.0,119.5,119.5,
120.0,41.0,0.494,9.0,0.321,3.0,26.0,7.0,106.6,106.6,
102.0,34.0,0.43,15.0,0.395,6.0,25.0,3.0,112.1,112.1,
91.0,32.0,0.356,9.0,0.257,14.0,14.0,5.0,87.9,87.9,
112.0,38.0,0.452,9.0,0.265,11.0,25.0,12.0,103.2,103.2,
114.0,44.0,0.571,8.0,0.333,8.0,19.0,8.0,125.5,125.5,
121.0,38.0,0.422,10.0,0.333,13.0,21.0,14.0,109.3,109.3,
115.0,39.0,0.398,10.0,0.27,11.0,22.0,9.0,106.3,106.3,
107.0,41.0,0.477,12.0,0.308,12.0,19.0,6.0,114.5,114.5,
112.0,42.0,0.442,8.0,0.258,12.0,20.0,10.0,118.1,118.1,
118.0,35.0,0.393,15.0,0.326,8.0,26.0,8.0,114.6,114.6,
111.0,38.0,0.452,9.0,0.281,7.0,16.0,10.0,108.6,108.6,
117.0,43.0,0.494,18.0,0.474,10.0,28.0,3.0,128.9,128.9,
132.0,45.0,0.495,21.0,0.42,8.0,36.0,6.0,127.0,127.0,
109.0,41.0,0.451,13.0,0.325,11.0,22.0,10.0,112.0,112.0,
134.0,51.0,0.554,18.0,0.486,10.0,29.0,8.0,130.1,130.1,
109.0,38.0,0.475,19.0,0.442,10.0,23.0,6.0,125.7,125.7,
110.0,40.0,0.455,10.0,0.263,15.0,19.0,10.0,115.9,115.9,
96.0,37.0,0.457,12.0,0.4,11.0,22.0,6.0,114.5,114.5,
112.0,32.0,0.381,11.0,0.324,9.0,20.0,6.0,104.7,104.7,
126.0,47.0,0.522,17.0,0.486,5.0,31.0,3.0,117.8,117.8,
119.0,45.0,0.479,19.0,0.404,9.0,24.0,9.0,120.3,120.3,
122.0,43.0,0.489,22.0,0.468,8.0,27.0,10.0,121.8,121.8,
111.0,44.0,0.458,12.0,0.316,10.0,22.0,10.0,110.5,110.5,
109.0,41.0,0.5,16.0,0.516,8.0,30.0,8.0,114.5,114.5,
108.0,38.0,0.494,19.0,0.487,4.0,20.0,6.0,113.0,113.0,
118.0,37.0,0.43,12.0,0.333,10.0,26.0,6.0,106.6,106.6,
116.0,32.0,0.4,10.0,0.323,9.0,23.0,3.0,94.9,94.9,
96.0,34.0,0.466,9.0,0.375,9.0,16.0,11.0,114.5,114.5,
101.0,35.0,0.417,16.0,0.485,5.0,22.0,7.0,103.1,103.1,
145.0,47.0,0.49,15.0,0.357,9.0,30.0,14.0,122.7,122.7,
105.0,39.0,0.448,7.0,0.212,10.0,20.0,4.0,114.6,114.6,
116.0,42.0,0.467,15.0,0.429,9.0,30.0,5.0,115.6,115.6,
121.0,48.0,0.565,14.0,0.438,7.0,33.0,4.0,118.7,118.7,
119.0,41.0,0.513,17.0,0.425,8.0,22.0,6.0,119.3,119.3,
96.0,41.0,0.451,11.0,0.344,9.0,30.0,11.0,107.1,107.1,
99.0,36.0,0.409,6.0,0.171,10.0,18.0,10.0,89.9,89.9,
104.0,38.0,0.404,17.0,0.405,15.0,21.0,6.0,101.7,101.7,
104.0,34.0,0.386,14.0,0.341,11.0,18.0,6.0,107.2,107.2,
115.0,39.0,0.481,13.0,0.433,10.0,25.0,5.0,106.9,106.9,
120.0,37.0,0.425,13.0,0.371,11.0,29.0,7.0,117.5,117.5,
143.0,49.0,0.533,11.0,0.458,8.0,29.0,6.0,125.9,125.9,
119.0,44.0,0.518,19.0,0.5,3.0,27.0,8.0,127.4,127.4,
132.0,51.0,0.531,21.0,0.467,9.0,28.0,8.0,130.0,130.0,
99.0,35.0,0.407,11.0,0.282,11.0,19.0,5.0,102.4,102.4,
124.0,47.0,0.573,16.0,0.457,3.0,30.0,8.0,130.8,130.8,
121.0,48.0,0.593,16.0,0.533,6.0,25.0,7.0,128.9,128.9,
94.0,36.0,0.356,12.0,0.293,13.0,14.0,9.0,95.8,95.8,
111.0,45.0,0.484,8.0,0.229,7.0,29.0,5.0,102.6,102.6,
116.0,45.0,0.446,13.0,0.448,12.0,21.0,9.0,113.4,113.4,
91.0,38.0,0.369,6.0,0.171,17.0,24.0,11.0,85.3,85.3,
101.0,37.0,0.416,13.0,0.342,11.0,22.0,7.0,103.0,103.0,
109.0,49.0,0.551,16.0,0.485,8.0,35.0,9.0,124.1,124.1,
109.0,45.0,0.489,19.0,0.422,13.0,34.0,6.0,127.6,127.6,
116.0,42.0,0.462,11.0,0.324,10.0,24.0,8.0,113.4,113.4,
117.0,39.0,0.419,14.0,0.341,15.0,24.0,11.0,109.7,109.7,
122.0,44.0,0.436,13.0,0.406,12.0,22.0,8.0,118.0,118.0,
96.0,36.0,0.383,8.0,0.267,9.0,21.0,4.0,91.7,91.7,
107.0,50.0,0.472,8.0,0.32,15.0,33.0,11.0,118.9,118.9,
97.0,36.0,0.396,14.0,0.378,9.0,22.0,16.0,92.7,92.7,
96.0,36.0,0.391,10.0,0.323,13.0,26.0,5.0,102.6,102.6,
98.0,38.0,0.458,15.0,0.429,13.0,21.0,9.0,118.2,118.2,
120.0,40.0,0.46,10.0,0.303,10.0,21.0,5.0,106.2,106.2,
108.0,39.0,0.415,8.0,0.333,16.0,26.0,8.0,105.3,105.3,
111.0,37.0,0.425,14.0,0.389,11.0,23.0,12.0,107.0,107.0,
94.0,39.0,0.448,8.0,0.5,12.0,20.0,11.0,117.2,117.2,
109.0,41.0,0.488,4.0,0.25,10.0,20.0,3.0,105.3,105.3,
98.0,40.0,0.392,11.0,0.289,15.0,20.0,4.0,104.7,104.7,
108.0,43.0,0.457,13.0,0.394,9.0,22.0,6.0,106.9,106.9,
106.0,41.0,0.436,16.0,0.4,10.0,27.0,10.0,106.3,106.3,
118.0,47.0,0.505,12.0,0.333,13.0,27.0,12.0,115.9,115.9,
122.0,42.0,0.462,18.0,0.429,7.0,27.0,9.0,118.5,118.5,
112.0,41.0,0.5,12.0,0.522,11.0,23.0,9.0,121.4,121.4,
114.0,45.0,0.455,16.0,0.39,9.0,28.0,10.0,110.4,110.4,
116.0,43.0,0.524,16.0,0.41,5.0,28.0,6.0,114.2,114.2,
104.0,42.0,0.545,11.0,0.423,6.0,20.0,8.0,114.9,114.9,
128.0,49.0,0.505,13.0,0.5,10.0,31.0,5.0,119.7,119.7,
81.0,28.0,0.329,12.0,0.3,15.0,16.0,8.0,93.6,93.6,
99.0,33.0,0.402,16.0,0.457,7.0,24.0,6.0,103.1,103.1,
112.0,42.0,0.429,19.0,0.352,7.0,35.0,4.0,105.9,105.9,
126.0,47.0,0.452,12.0,0.316,13.0,28.0,11.0,111.8,111.8,
112.0,41.0,0.432,11.0,0.314,12.0,23.0,9.0,100.4,100.4,
99.0,44.0,0.494,7.0,0.259,8.0,27.0,7.0,112.2,112.2,
102.0,51.0,0.52,17.0,0.436,13.0,33.0,14.0,124.1,124.1,
135.0,51.0,0.537,19.0,0.475,7.0,28.0,11.0,129.6,129.6,
121.0,43.0,0.483,13.0,0.325,7.0,26.0,6.0,125.6,125.6,
114.0,39.0,0.438,17.0,0.378,9.0,22.0,6.0,115.5,115.5,
121.0,47.0,0.522,11.0,0.314,8.0,28.0,9.0,119.8,119.8,
123.0,44.0,0.473,11.0,0.324,11.0,22.0,14.0,116.5,116.5,
101.0,37.0,0.468,13.0,0.371,5.0,22.0,8.0,99.3,99.3,
103.0,41.0,0.471,21.0,0.568,9.0,27.0,8.0,116.6,116.6,
108.0,48.0,0.485,16.0,0.364,14.0,27.0,5.0,126.5,126.5,
107.0,37.0,0.425,17.0,0.386,7.0,26.0,5.0,97.9,97.9,
107.0,50.0,0.543,18.0,0.462,10.0,29.0,7.0,134.1,134.1,
107.0,40.0,0.388,14.0,0.318,17.0,23.0,10.0,103.6,103.6,
102.0,39.0,0.476,11.0,0.478,7.0,20.0,7.0,105.5,105.5,
108.0,38.0,0.447,12.0,0.364,5.0,21.0,6.0,109.1,109.1,
113.0,35.0,0.449,12.0,0.333,6.0,17.0,7.0,116.9,116.9,
116.0,39.0,0.443,9.0,0.25,10.0,27.0,9.0,105.8,105.8,
137.0,48.0,0.527,10.0,0.357,13.0,30.0,7.0,130.4,130.4,
136.0,47.0,0.49,15.0,0.357,9.0,30.0,14.0,122.7,122.7,
121.0,47.0,0.511,15.0,0.395,8.0,30.0,10.0,115.9,115.9,
97.0,46.0,0.505,15.0,0.417,11.0,31.0,8.0,121.5,121.5,
105.0,46.0,0.469,19.0,0.475,7.0,26.0,14.0,116.3,116.3,
119.0,39.0,0.488,14.0,0.412,7.0,33.0,11.0,113.8,113.8,
105.0,36.0,0.409,17.0,0.378,6.0,27.0,6.0,104.9,104.9,
134.0,51.0,0.567,18.0,0.419,12.0,34.0,5.0,133.1,133.1,
125.0,46.0,0.529,15.0,0.441,9.0,30.0,7.0,130.7,130.7,
101.0,40.0,0.435,9.0,0.237,11.0,15.0,13.0,102.3,102.3,
105.0,37.0,0.389,16.0,0.281,16.0,24.0,9.0,107.4,107.4,
114.0,45.0,0.484,10.0,0.263,12.0,29.0,10.0,109.8,109.8,
126.0,42.0,0.494,15.0,0.395,4.0,28.0,10.0,114.6,114.6,
136.0,47.0,0.511,14.0,0.389,14.0,34.0,8.0,117.9,117.9,
135.0,52.0,0.536,14.0,0.483,12.0,30.0,6.0,131.5,131.5,
112.0,41.0,0.482,10.0,0.27,9.0,27.0,7.0,109.6,109.6,
128.0,47.0,0.485,16.0,0.356,12.0,30.0,5.0,124.9,124.9,
119.0,45.0,0.459,14.0,0.292,11.0,30.0,16.0,110.2,110.2,
103.0,46.0,0.479,12.0,0.333,14.0,30.0,6.0,118.1,118.1,
131.0,48.0,0.505,10.0,0.4,8.0,28.0,8.0,121.6,121.6,
119.0,44.0,0.458,15.0,0.366,10.0,32.0,8.0,109.5,109.5,
95.0,38.0,0.427,11.0,0.306,4.0,26.0,5.0,94.2,94.2,
107.0,46.0,0.561,14.0,0.538,7.0,25.0,4.0,121.7,121.7,
103.0,41.0,0.406,14.0,0.424,16.0,27.0,8.0,108.4,108.4,
109.0,49.0,0.551,21.0,0.512,9.0,29.0,4.0,122.9,122.9,
116.0,44.0,0.458,20.0,0.5,11.0,23.0,9.0,119.6,119.6,
118.0,43.0,0.467,16.0,0.457,6.0,28.0,4.0,120.7,120.7,
125.0,44.0,0.436,13.0,0.406,12.0,22.0,8.0,118.0,118.0,
88.0,36.0,0.383,8.0,0.267,9.0,21.0,4.0,91.7,91.7,
112.0,41.0,0.432,10.0,0.286,7.0,26.0,8.0,112.0,112.0,
105.0,42.0,0.488,13.0,0.394,10.0,25.0,6.0,110.3,110.3,
